book_id,original_publication_year,title,author
4939,1946.0,The Complete Stories,Franz Kafka
4940,2007.0,Veganomicon: The Ultimate Vegan Cookbook,Isa Chandra Moskowitz
4941,1986.0,"Test of the Twins (Dragonlance: Legends, #3)",Margaret Weis
4942,1952.0,Wise Blood,Flannery O'Connor
4943,1943.0,Kürk Mantolu Madonna,Sabahattin Ali
4944,1997.0,"Running with the Demon (Word & Void, #1)",Terry Brooks
4945,1896.0,In His Steps,Charles M. Sheldon
4946,2012.0,Lothaire (Immortals After Dark #12),Kresley Cole
4947,2007.0,"Knuffle Bunny Too: A Case of Mistaken Identity (Knuffle Bunny, #2)",Mo Willems
4948,2008.0,"The Whole Truth (A. Shaw, #1)",David Baldacci
4949,2008.0,"Stolen Innocence: My Story of Growing Up in a Polygamous Sect, Becoming a Teenage Bride, and Breaking Free of Warren Jeffs",Elissa Wall
4950,2013.0,Out of the Easy,Ruta Sepetys
4951,2005.0,Batman: The Man Who Laughs,Ed Brubaker
4952,2005.0,"Midnight (Warriors: The New Prophecy, #1)",Erin Hunter
4953,2014.0,The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers,Ben Horowitz
4954,2011.0,"The Fallen Star (Fallen Star, #1)",Jessica Sorensen
4955,1977.0,"The Illearth War (The Chronicles of Thomas Covenant the Unbeliever, #2)",Stephen R. Donaldson
4956,2007.0,My Booky Wook,Russell Brand
4957,2014.0,"Shadow Spell (The Cousins O'Dwyer Trilogy, #2)",Nora Roberts
4958,2010.0,Just My Type: A Book About Fonts,Simon Garfield
4959,2009.0,"Promises in Death (In Death, #28)",J.D. Robb
4960,1977.0,Love Is a Dog from Hell,Charles Bukowski
4961,2015.0,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin
4962,2012.0,The Zombie Room,R.D. Ronald
4963,2002.0,The Analyst,John Katzenbach
4964,2009.0,Shades of Grey,Jasper Fforde
4965,1971.0,"That Was Then, This Is Now",S.E. Hinton
4966,2009.0,"The Mysterious Benedict Society and the Prisoner's Dilemma (The Mysterious Benedict Society, #3)",Trenton Lee Stewart
4967,2011.0,The Family Fang,Kevin    Wilson
4968,2006.0,The Pursuit of Happyness,Chris Gardner
4969,2009.0,Min kamp 1 (Min kamp #1),Karl Ove Knausgård
4970,2011.0,"A Red Herring Without Mustard (Flavia de Luce, #3)",Alan Bradley
4971,1994.0,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,Doris Kearns Goodwin
4972,1997.0,Straight Man,Richard Russo
4973,1961.0,The Moviegoer,Walker Percy
4974,1904.0,The Cherry Orchard,Anton Chekhov
4975,2009.0,"11 Birthdays (Willow Falls, #1)",Wendy Mass
4976,1980.0,Unfinished Tales of Númenor and Middle-Earth,J.R.R. Tolkien
4977,2011.0,"Sisterhood Everlasting (Sisterhood, #5)",Ann Brashares
4978,1989.0,Infinity Welcomes Careful Drivers (Red Dwarf #1),Grant Naylor
4979,1994.0,Coyote Blue,Christopher Moore
4980,1997.0,فوضى الحواس,أحلام مستغانمي
4981,1908.0,Orthodoxy,G.K. Chesterton
4982,2005.0,Fancy Nancy,Jane O'Connor
4983,1948.0,The Heart of the Matter,Graham Greene
4984,2014.0,"The Long Haul (Diary of a Wimpy Kid, #9)",Jeff Kinney
4985,1985.0,"Talking to Dragons (Enchanted Forest Chronicles, #4)",Patricia C. Wrede
4986,2008.0,Sail,James Patterson
4987,2014.0,The Sleeper and the Spindle,Neil Gaiman
4988,2014.0,A Fall of Marigolds,Susan Meissner
4989,1984.0,"Beauty's Punishment (Sleeping Beauty, #2)",A.N. Roquelaure
4990,2000.0,"The Negotiator (O'Malley, #1)",Dee Henderson
4991,2011.0,Can Love Happen Twice?,Ravinder Singh
4992,2008.0,"A Lion Among Men (The Wicked Years, #3)",Gregory Maguire
4993,1994.0,"Shadow of a Dark Queen (The Serpentwar Saga, #1)",Raymond E. Feist
4994,1989.0,This Boy's Life,Tobias Wolff
4995,2009.0,"Patient Zero (Joe Ledger, #1)",Jonathan Maberry
4996,1927.0,Death Comes for the Archbishop,Willa Cather
4997,2012.0,"Fair Game (Alpha & Omega, #3)",Patricia Briggs
4998,2013.0,"The Son of Sobek (Percy Jackson & Kane Chronicles Crossover, #1)",Rick Riordan
4999,1664.0,Tartuffe,Molière
5000,2009.0,Passion Unleashed (Demonica #3),Larissa Ione
5001,2004.0,"High School Debut, Vol. 01 (High School Debut, #1)",Kazune Kawahara
5002,2011.0,في ديسمبر تنتهي كل الأحلام,أثير عبدالله النشمي
5003,1975.0,Just for You (Little Critter),Mercer Mayer
5004,2002.0,Amazonia,James Rollins
5005,1980.0,Feeling Good: The New Mood Therapy,David D. Burns
5006,2005.0,Blue Smoke,Nora Roberts
5007,2005.0,"Predator (Kay Scarpetta, #14)",Patricia Cornwell
5008,1986.0,Codependent No More: How to Stop Controlling Others and Start Caring for Yourself,Melody Beattie
5009,1859.0,Oblomov,Ivan Goncharov
5010,1994.0,"Inca Gold (Dirk Pitt, #12)",Clive Cussler
5011,2014.0,Delicious!,Ruth Reichl
5012,2008.0,NurtureShock: New Thinking About Children,Po Bronson
5013,2006.0,"Wild Fire (John Corey, #4)",Nelson DeMille
5014,2006.0,Two Little Girls in Blue,Mary Higgins Clark
5015,1987.0,"Daughter of the Empire (The Empire Trilogy, #1)",Raymond E. Feist
5016,2006.0,"Everlost (Skinjacker, #1)",Neal Shusterman
5017,2011.0,Dreams of a Dark Warrior (Immortals After Dark #11),Kresley Cole
5018,2010.0,"Theodore Boone: Kid Lawyer (Theodore Boone, #1)",John Grisham
5019,2000.0,"Jimmy Corrigan, the Smartest Kid on Earth",Chris Ware
5020,2000.0,"A Year Down Yonder (A Long Way from Chicago, #2)",Richard Peck
5021,2013.0,"Own the Wind (Chaos, #1)",Kristen Ashley
5022,1999.0,Marina,Carlos Ruiz Zafón
5023,2010.0,My Name Is Memory,Ann Brashares
5024,1992.0,Written on the Body,Jeanette Winterson
5025,2011.0,"Tiger's Voyage (The Tiger Saga, #3)",Colleen Houck
5026,2009.0,"Dead and Alive (Dean Koontz's Frankenstein, #3)",Dean Koontz
5027,1999.0,Genome: the Autobiography of a Species in 23 Chapters,Matt Ridley
5028,1982.0,The Going-To-Bed Book,Sandra Boynton
5029,2001.0,"Knocked Out by My Nunga-Nungas (Confessions of Georgia Nicolson, #3)",Louise Rennison
5030,2001.0,"Desecration (Left Behind, #9)",Tim LaHaye
5031,2014.0,Redeployment,Phil Klay
5032,2009.0,Going Bovine,Libba Bray
5033,1934.0,The Postman Always Rings Twice,James M. Cain
5034,2010.0,"The Dead-Tossed Waves (The Forest of Hands and Teeth, #2)",Carrie Ryan
5035,2004.0,Shadow Divers,Robert Kurson
5036,2010.0,Moon Over Manifest,Clare Vanderpool
5037,2000.0,The Glass Palace,Amitav Ghosh
5038,2012.0,Chopsticks,Jessica Anthony
5039,2015.0,Every Fifteen Minutes,Lisa Scottoline
5040,2013.0,"The Eye of Minds (The Mortality Doctrine, #1)",James Dashner
5041,1957.0,"4:50 from Paddington (Miss Marple, #8)",Agatha Christie
5042,1997.0,"Ceremony in Death (In Death, #5)",J.D. Robb
5043,1998.0,"Cockroaches (Harry Hole, #2)",Jo Nesbø
5044,2006.0,"Grave Surprise (Harper Connelly, #2)",Charlaine Harris
5045,2002.0,"City of the Beasts (Eagle and Jaguar, #1)",Isabel Allende
5046,1959.0,أولاد حارتنا,Naguib Mahfouz
5047,2002.0,"The Scar (Bas-Lag, #2)",China Miéville
5048,2003.0,"Haunted (The Mediator, #5)",Meg Cabot
5049,1979.0,"Dragondrums (Harper Hall, #3)",Anne McCaffrey
5050,2011.0,The Story of Beautiful Girl,Rachel Simon
5051,1999.0,"Galileo's Daughter: A Historical Memoir of Science, Faith and Love",Dava Sobel
5052,1961.0,Mila 18,Leon Uris
5053,2011.0,Drawing from Memory,Allen Say
5054,2008.0,"Sea of Poppies (Ibis Trilogy, #1)",Amitav Ghosh
5055,1970.0,Nightfall,Isaac Asimov
5056,2003.0,How I Became a Pirate,Melinda Long
5057,1975.0,"The Monkey Wrench Gang (Monkey Wrench Gang, #1)",Edward Abbey
5058,2009.0,Last Night in Twisted River,John Irving
5059,2011.0,"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived",Rob Bell
5060,2011.0,"Bite Club (The Morganville Vampires, #10)",Rachel Caine
5061,1985.0,A Matter of Honor,Jeffrey Archer
5062,2000.0,Mr. Perfect,Linda Howard
5063,2013.0,"Up to Me (The Bad Boys, #2)",M. Leighton
5064,2012.0,"Waking Up Married (Waking Up, #1)",Mira Lyn Kelly
5065,2007.0,No Time for Goodbye (No Time For Goodbye #1),Linwood Barclay
5066,2004.0,"Ida B. . . and Her Plans to Maximize Fun, Avoid Disaster, and (Possibly) Save the World",Katherine Hannigan
5067,2009.0,"The Dragon Keeper (Rain Wild Chronicles, #1)",Robin Hobb
5068,1949.0,A Sand County Almanac and Sketches Here and There,Aldo Leopold
5069,1940.0,Lassie Come-Home,Eric Knight
5070,2001.0,"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet, Weight Loss, And Long-term Health",T. Colin Campbell
5071,1999.0,The Gruffalo,Julia Donaldson
5072,2002.0,"The Salmon of Doubt (Dirk Gently, #3)",Douglas Adams
5073,1956.0,The City and the Stars,Arthur C. Clarke
5074,2012.0,"Tokyo Ghoul, tome 1 (Tokyo Ghoul, #1)",Sui Ishida
5075,2003.0,"How to Train Your Dragon (How to Train Your Dragon, #1)",Cressida Cowell
5076,1999.0,Brief Interviews with Hideous Men,David Foster Wallace
5077,1992.0,All Around the Town,Mary Higgins Clark
5078,2009.0,"L.A. Candy (L.A. Candy, #1)",Lauren Conrad
5079,2009.0,The Siren,Kiera Cass
5080,1999.0,The Quiet Game,Greg Iles
5081,1996.0,American Sphinx: The Character of Thomas Jefferson,Joseph J. Ellis
5082,2008.0,Headhunters,Jo Nesbø
5083,2006.0,"The Messenger (Gabriel Allon, #6)",Daniel Silva
5084,1949.0,The Sheltering Sky,Paul Bowles
5085,2015.0,The Rest of Us Just Live Here,Patrick Ness
5086,2008.0,The Lady Elizabeth,Alison Weir
5087,2013.0,The Astronaut Wives Club,Lily Koppel
5088,1908.0,The Man Who Was Thursday: A Nightmare,G.K. Chesterton
5089,1948.0,Cheaper by the Dozen,Frank B. Gilbreth Jr.
5090,2008.0,The Monster of Florence,Douglas Preston
5091,2006.0,Winter's Bone,Daniel Woodrell
5092,2004.0,"Seduced by Moonlight (Merry Gentry, #3)",Laurell K. Hamilton
5093,2007.0,"Sword Song (The Saxon Stories, #4)",Bernard Cornwell
5094,2007.0,Deceptively Delicious: Simple Secrets to Get Your Kids Eating Good Food,Jessica Seinfeld
5095,1997.0,The Weight of Water,Anita Shreve
5096,2013.0,"Music of the Heart (Runaway Train, #1)",Katie Ashley
5097,2000.0,Scarlet Feather,Maeve Binchy
5098,2012.0,"Truth (Consequences, #2)",Aleatha Romig
5099,2001.0,"The Last Hero (Discworld, #27; Rincewind #7)",Terry Pratchett
5100,1966.0,Fantastic Voyage,Isaac Asimov
5101,1998.0,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,Philip Gourevitch
5102,2011.0,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,Jonathan Cahn
5103,2013.0,"The English Girl (Gabriel Allon, #13)",Daniel Silva
5104,2010.0,Clara and Mr. Tiffany,Susan Vreeland
5105,2014.0,The Geography of You and Me,Jennifer E. Smith
5106,2010.0,"Angel (Angel, #1)",L.A. Weatherly
5107,2012.0,"Seeds of Rebellion (Beyonders, #2)",Brandon Mull
5108,1999.0,Chinese Cinderella: The True Story of an Unwanted Daughter,Adeline Yen Mah
5109,2001.0,"Chosen Prey (Lucas Davenport, #12)",John Sandford
5110,2010.0,Raymond E. Feist's Magician Master,Bryan J.L. Glass
5111,2016.0,Bossman,Vi Keeland
5112,2008.0,The Black Dagger Brotherhood: An Insider's Guide,J.R. Ward
5113,2009.0,"Locke & Key, Vol. 2: Head Games",Joe Hill
5114,1984.0,"Ramona and Her Father (Ramona, #4)",Beverly Cleary
5115,1922.0,The Secret Adversary (Tommy and Tuppence #1),Agatha Christie
5116,1963.0,Hopscotch,Julio Cortázar
5117,2011.0,"Fallen (Will Trent, #5)",Karin Slaughter
5118,2016.0,"Stars Above (The Lunar Chronicles, #4.5)",Marissa Meyer
5119,2007.0,Clapton: The Autobiography,Eric Clapton
5120,1999.0,No Logo,Naomi Klein
5121,2003.0,No Second Chance,Harlan Coben
5122,1973.0,Fear and Loathing on the Campaign Trail '72,Hunter S. Thompson
5123,1971.0,Shroud for a Nightingale (Adam Dalgliesh #4),P.D. James
5124,2015.0,"First Frost (Waverley Family, #2)",Sarah Addison Allen
5125,2002.0,Stories of Your Life and Others,Ted Chiang
5126,2006.0,Travesuras de la niña mala,Mario Vargas Llosa
5127,2010.0,The Girl Who Fell from the Sky,Heidi W. Durrow
5128,2005.0,Lunar Park,Bret Easton Ellis
5129,2007.0,"Hide (Detective D.D. Warren, #2)",Lisa Gardner
5130,2004.0,Ayat-Ayat Cinta,Habiburrahman El-Shirazy
5131,2016.0,"Broken Prince (The Royals, #2)",Erin Watt
5132,2012.0,Manuscript Found in Accra,Paulo Coelho
5133,2011.0,Save Me,Lisa Scottoline
5134,1987.0,Weaveworld,Clive Barker
5135,1991.0,"Loves Music, Loves to Dance",Mary Higgins Clark
5136,2005.0,"The Rivers of Zadaa (Pendragon, #6)",D.J. MacHale
5137,2011.0,"Sweet Dreams (Colorado Mountain, #2)",Kristen Ashley
5138,1967.0,Nicholas and Alexandra,Robert K. Massie
5139,2012.0,"Wicked Business (Lizzy & Diesel, #2)",Janet Evanovich
5140,2013.0,Escape from Mr. Lemoncello's Library (Mr. Lemoncello's Library #1),Chris Grabenstein
5141,1982.0,Friday,Robert A. Heinlein
5142,2010.0,"Her Mother's Hope (Marta's Legacy, #1)",Francine Rivers
5143,1991.0,Tuesday,David Wiesner
5144,2002.0,"Red Rabbit (Jack Ryan Universe, #3)",Tom Clancy
5145,1987.0,"Arrows of the Queen (Heralds of Valdemar, #1)",Mercedes Lackey
5146,1968.0,Slouching Towards Bethlehem,Joan Didion
5147,1995.0,"Rise of a Merchant Prince (The Serpentwar Saga, #2)",Raymond E. Feist
5148,2011.0,"Angelfire (Angelfire, #1)",Courtney Allison Moulton
5149,2011.0,Mile 81,Stephen King
5150,2005.0,The Brooklyn Follies,Paul Auster
5151,2004.0,"The Ironwood Tree (The Spiderwick Chronicles, #4)",Holly Black
5152,1930.0,The Yearling,Marjorie Kinnan Rawlings
5153,2013.0,"Dare You To (Pushing the Limits, #2)",Katie McGarry
5154,2009.0,I Am Ozzy,Ozzy Osbourne
5155,2003.0,The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,J. Maarten Troost
5156,2011.0,"Touch of Power (Healer, #1)",Maria V. Snyder
5157,1989.0,A Virtuous Woman,Kaye Gibbons
5158,1999.0,"Tears of the Moon (Gallaghers of Ardmore / Irish Trilogy, #2)",Nora Roberts
5159,2002.0,"The Vampire Prince (Cirque Du Freak, #6)",Darren Shan
5160,1991.0,"The Sapphire Rose (The Elenium, #3)",David Eddings
5161,2015.0,Did You Ever Have a Family,Bill Clegg
5162,1990.0,The Gold Coast,Nelson DeMille
5163,1969.0,On Death and Dying,Elisabeth Kübler-Ross
5164,2015.0,"14th Deadly Sin (Women’s Murder Club, #14)",James Patterson
5165,2005.0,"It Happened One Autumn (Wallflowers, #2)",Lisa Kleypas
5166,2008.0,"Scarpetta (Kay Scarpetta, #16)",Patricia Cornwell
5167,1996.0,"Darkness, Take My Hand (Kenzie & Gennaro, #2)",Dennis Lehane
5168,1993.0,"Siege of Darkness (Forgotten Realms: Legacy of the Drow, #3; Legend of Drizzt, #9)",R.A. Salvatore
5169,2011.0,"Perfect (Impulse, #2)",Ellen Hopkins
5170,2013.0,"Play with Me (With Me in Seattle, #3)",Kristen Proby
5171,2003.0,"Portrait in Death (In Death, #16)",J.D. Robb
5172,2013.0,"Second Chance Boyfriend (One Week Girlfriend, #2)",Monica  Murphy
5173,2004.0,"Y: The Last Man, Vol. 4: Safeword (Y: The Last Man, #4)",Brian K. Vaughan
5174,2014.0,The Collector,Nora Roberts
5175,2003.0,Sunshine,Robin McKinley
5176,1987.0,"D is for Deadbeat (Kinsey Millhone, #4)",Sue Grafton
5177,2010.0,Salvage the Bones,Jesmyn Ward
5178,2014.0,"The Hook Up (Game On, #1)",Kristen Callihan
5179,2006.0,"Throne of Jade (Temeraire, #2)",Naomi Novik
5180,1981.0,Mornings on Horseback,David McCullough
5181,2006.0,"Y: The Last Man, Vol. 7: Paper Dolls (Y: The Last Man, #7)",Brian K. Vaughan
5182,1997.0,London,Edward Rutherfurd
5183,2012.0,"Silence (Silence, #1)",Natasha Preston
5184,2014.0,My True Love Gave to Me: Twelve Holiday Stories,Stephanie Perkins
5185,2014.0,"Sand Omnibus (Sand, #1-5)",Hugh Howey
5186,2013.0,"Off to Be the Wizard (Magic 2.0, #1)",Scott  Meyer
5187,1993.0,Nobody's Fool,Richard Russo
5188,1977.0,Rage,Richard Bachman
5189,1885.0,"Germinal (Les Rougon-Macquart, #13)",Émile Zola
5190,2012.0,"Ceaseless (Existence Trilogy, #3)",Abbi Glines
5191,2011.0,The Cat's Table,Michael Ondaatje
5192,1953.0,The Demolished Man,Alfred Bester
5193,2011.0,"Lost in Time (Blue Bloods, #6)",Melissa de la Cruz
5194,2001.0,"Ninth Key (The Mediator, #2)",Meg Cabot
5195,1984.0,Twilight Eyes,Dean Koontz
5196,2016.0,"Find Her (Detective D.D. Warren, #8)",Lisa Gardner
5197,2013.0,"Frigid (Frigid, #1)",J. Lynn
5198,1984.0,Of Love and Shadows,Isabel Allende
5199,2009.0,"The Evolution of Calpurnia Tate (Calpurnia Tate, #1)",Jacqueline Kelly
5200,2009.0,"Bad Girls Don't Die (Bad Girls Don't Die, #1)",Katie Alender
5201,1999.0,"Atlantis Found (Dirk Pitt, #15)",Clive Cussler
5202,2009.0,Asterios Polyp,David Mazzucchelli
5203,1992.0,"Domes of Fire (The Tamuli, #1)",David Eddings
5204,2005.0,"The Walking Dead, Vol. 04: The Heart's Desire",Robert Kirkman
5205,2009.0,"The Stonekeeper's Curse (Amulet, #2)",Kazu Kibuishi
5206,2000.0,Sick Puppy,Carl Hiaasen
5207,1993.0,The Days Are Just Packed: A Calvin and Hobbes Collection,Bill Watterson
5208,2008.0,"An Illustrated Life: Drawing Inspiration From The Private Sketchbooks Of Artists, Illustrators And Designers",Danny Gregory
5209,2012.0,"Odd Apocalypse (Odd Thomas, #5)",Dean Koontz
5210,1975.0,Discipline and Punish: The Birth of the Prison,Michel Foucault
5211,1999.0,Pay It Forward,Catherine Ryan Hyde
5212,2005.0,The Creative License: Giving Yourself Permission to Be The Artist You Truly Are,Danny Gregory
5213,2001.0,"Full Moon o Sagashite, Vol. 1",Arina Tanemura
5214,2000.0,"The Archer's Tale (The Grail Quest, #1)",Bernard Cornwell
5215,2004.0,Plan B: Further Thoughts on Faith,Anne Lamott
5216,2006.0,In the Company of the Courtesan,Sarah Dunant
5217,2015.0,"The Skull Throne (Demon Cycle, #4)",Peter V. Brett
5218,2007.0,"Devil May Cry (Dark-Hunter, #11)",Sherrilyn Kenyon
5219,2016.0,Two By Two,Nicholas Sparks
5220,2002.0,Sea Glass,Anita Shreve
5221,2006.0,"River Secrets (The Books of Bayern, #3)",Shannon Hale
5222,2014.0,"Be Careful What You Wish For (The Clifton Chronicles, #4)",Jeffrey Archer
5223,2013.0,"Inescapable (The Premonition, #1)",Amy A. Bartol
5224,2011.0,"Illusions (Wings, #3)",Aprilynne Pike
5225,1983.0,Fatal Vision,Joe McGinniss
5226,2008.0,Gang Leader for a Day: A Rogue Sociologist Takes to the Streets,Sudhir Venkatesh
5227,1984.0,Magician: Apprentice  (Raymond E. Feist's Magician: Apprentice #1),Raymond E. Feist
5228,1993.0,Developing the Leader Within You,John C. Maxwell
5229,1945.0,"That Hideous Strength (Space Trilogy, #3)",C.S. Lewis
5230,2014.0,The Bees,Laline Paull
5231,2010.0,Ape House,Sara Gruen
5232,1997.0,Polgara the Sorceress (Malloreon),David Eddings
5233,2015.0,China Rich Girlfriend (Crazy Rich Asians #2),Kevin Kwan
5234,1997.0,A Woman After God's Own Heart,Elizabeth George
5235,2004.0,"State of the Union (Scot Harvath, #3)",Brad Thor
5236,2013.0,The Good House,Ann Leary
5237,1972.0,"Bless Me, Ultima",Rudolfo Anaya
5238,1998.0,Glamorama,Bret Easton Ellis
5239,1988.0,"F is for Fugitive (Kinsey Millhone, #6)",Sue Grafton
5240,2005.0,"The Redeemer (Harry Hole, #6)",Jo Nesbø
5241,1996.0,Silk,Alessandro Baricco
5242,2009.0,A Secret Kept,Tatiana de Rosnay
5243,2002.0,"The Remnant (Left Behind, #10)",Tim LaHaye
5244,1957.0,The Baron in the Trees,Italo Calvino
5245,2011.0,"Twilight: The Graphic Novel, Vol. 2  (Twilight: The Graphic Novel, #2)",Stephenie Meyer
5246,2014.0,"Raw (RAW Family, #1)",Belle Aurora
5247,1999.0,"The Great Book of Amber (The Chronicles of Amber, #1-10)",Roger Zelazny
5248,2010.0,The Darkest Lie (Lords of the Underworld #6),Gena Showalter
5249,1995.0,"Czas pogardy (Saga o Wiedźminie, #4)",Andrzej Sapkowski
5250,2011.0,"That Boy (That Boy, #1)",Jillian Dodd
5251,2012.0,The Dressmaker,Kate Alcott
5252,1991.0,"Paradise (Second Opportunities, #1)",Judith McNaught
5253,1981.0,Jumanji,Chris Van Allsburg
5254,1986.0,Replay,Ken Grimwood
5255,2011.0,Incognito: The Secret Lives of the Brain,David Eagleman
5256,2006.0,Death by Black Hole - And Other Cosmic Quandaries,Neil deGrasse Tyson
5257,1969.0,The Edible Woman,Margaret Atwood
5258,2004.0,The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,Richard Dawkins
5259,2016.0,Heartless,Marissa Meyer
5260,1968.0,"The Pigman (The Pigman, #1)",Paul Zindel
5261,2007.0,"Deep Storm (Jeremy Logan, #1)",Lincoln Child
5262,2011.0,"Abandon (Abandon, #1)",Meg Cabot
5263,2003.0,"The Full Cupboard of Life (No. 1 Ladies' Detective Agency, #5)",Alexander McCall Smith
5264,2005.0,"How to Marry a Millionaire Vampire (Love at Stake, #1)",Kerrelyn Sparks
5265,1968.0,The Foot Book: Dr. Seuss's Wacky Book of Opposites (Bright and Early Board Books),Dr. Seuss
5266,2013.0,"Beautiful Bitch (Beautiful Bastard, #1.5)",Christina Lauren
5267,2004.0,"The Recruit (Cherub, #1)",Robert Muchamore
5268,2001.0,Anatomy for the Artist,Sarah Simblet
5269,1997.0,Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem,Simon Singh
5270,1993.0,"The Christmas Box (The Christmas Box, #1)",Richard Paul Evans
5271,2010.0,"My Blood Approves (My Blood Approves, #1)",Amanda Hocking
5272,2013.0,"Until November (Until, #1)",Aurora Rose Reynolds
5273,1979.0,The Bloody Chamber and Other Stories,Angela Carter
5274,2001.0,A Cook's Tour: Global Adventures in Extreme Cuisines,Anthony Bourdain
5275,2006.0,The Power of Art,Simon Schama
5276,2014.0,"Finding Me: A Decade of Darkness, a Life Reclaimed - A Memoir of the Cleveland Kidnappings",Michelle Knight
5277,1996.0,"Born in Shame (Born In Trilogy, #3)",Nora Roberts
5278,2010.0,"Return to Paradise (Leaving Paradise, #2)",Simone Elkeles
5279,2015.0,My Heart and Other Black Holes,Jasmine Warga
5280,2015.0,Girl in a Band,Kim Gordon
5281,2008.0,"Ninth Grade Slays (The Chronicles of Vladimir Tod, #2)",Heather Brewer
5282,2007.0,"Book of the Dead (Kay Scarpetta, #15)",Patricia Cornwell
5283,1949.0,The Hero With a Thousand Faces,Joseph Campbell
5284,2010.0,"Bad Blood (Virgil Flowers, #4)",John Sandford
5285,1997.0,"Jesus Freaks: Stories of Those Who Stood for Jesus, the Ultimate Jesus Freaks (Jesus Freaks, #1)",D.C. Talk
5286,2013.0,Cooked: A Natural History of Transformation,Michael Pollan
5287,1998.0,Daughter of the Blood (The Black Jewels #1),Anne Bishop
5288,2011.0,"The Lost Gate (Mither Mages, #1)",Orson Scott Card
5289,2013.0,"Police (Harry Hole, #10)",Jo Nesbø
5290,1999.0,"Vittorio, The Vampire (New Tales of the Vampires, #2)",Anne Rice
5291,1992.0,"Fushigi Yûgi: The Mysterious Play, Vol. 1: Priestess",Yuu Watase
5292,2006.0,"The Lace Reader (The Lace Reader, #1)",Brunonia Barry
5293,2000.0,Anne Rice's The Tale of the Body Thief (A Graphic Novel),Faye Perozich
5294,1993.0,The Lone Ranger and Tonto Fistfight in Heaven,Sherman Alexie
5295,2005.0,"A Stroke of Midnight (Merry Gentry, #4)",Laurell K. Hamilton
5296,2016.0,The Chemist,Stephenie Meyer
5297,2003.0,"Empress Orchid (Empress Orchid, #1)",Anchee Min
5298,2009.0,And Another Thing...,Eoin Colfer
5299,2004.0,"Monday Mourning (Temperance Brennan, #7)",Kathy Reichs
5300,2013.0,"Damaged (Damaged, #1)",H.M. Ward
5301,1872.0,"The Princess and the Goblin  (Princess Irene and Curdie, #1)",George MacDonald
5302,2004.0,"The Preacher (Patrik Hedström, #2)",Camilla Läckberg
5303,1974.0,There's a Wocket in My Pocket!,Dr. Seuss
5304,1989.0,Midnight,Dean Koontz
5305,1998.0,The Gatecrasher,Madeleine Wickham
5306,2004.0,"The Confusion (The Baroque Cycle, #2)",Neal Stephenson
5307,2013.0,"Raising Steam (Discworld, #40, Moist von Lipwig #3 )",Terry Pratchett
5308,2014.0,"Independent Study (The Testing, #2)",Joelle Charbonneau
5309,2015.0,"X (Kinsey Millhone, #24)",Sue Grafton
5310,1967.0,Lord of Light,Roger Zelazny
5311,1990.0,Esio Trot,Roald Dahl
5312,1998.0,"Hellboy, Vol. 3: The Chained Coffin and Others (Hellboy, #3)",Mike Mignola
5313,1993.0,A Simple Plan,Scott B. Smith
5314,2009.0,"Run for Your Life (Michael Bennett, #2)",James Patterson
5315,1970.0,Play It as It Lays,Joan Didion
5316,2004.0,"Dime Store Magic (Women of the Otherworld, #3)",Kelley Armstrong
5317,1996.0,"Blue Mars (Mars Trilogy, #3)",Kim Stanley Robinson
5318,1988.0,The Valkyries,Paulo Coelho
5319,2014.0,"The Long Way Home (Chief Inspector Armand Gamache, #10)",Louise Penny
5320,2010.0,Please Ignore Vera Dietz,A.S. King
5321,2005.0,"Curse of the Bane (The Last Apprentice / Wardstone Chronicles, #2)",Joseph Delaney
5322,1991.0,"The Struggle (The Vampire Diaries, #2)",L.J. Smith
5323,2002.0,"The Dark Highlander (Highlander, #5)",Karen Marie Moning
5324,2004.0,"The Immortal Highlander (Highlander, #6)",Karen Marie Moning
5325,2005.0,"No god but God: The Origins, Evolution and Future of Islam",Reza Aslan
5326,1981.0,"VALIS (VALIS Trilogy, #1)",Philip K. Dick
5327,1949.0,The Second Sex,Simone de Beauvoir
5328,2013.0,"The Runaway King (The Ascendance Trilogy, #2)",Jennifer A. Nielsen
5329,1990.0,"Dragon Wing (The Death Gate Cycle, #1)",Margaret Weis
5330,1979.0,Jailbird,Kurt Vonnegut Jr.
5331,2007.0,"Y: The Last Man, Vol. 9: Motherland (Y: The Last Man, #9)",Brian K. Vaughan
5332,2003.0,"Ilium (Ilium, #1)",Dan Simmons
5333,2015.0,"Lumberjanes, Vol. 1: Beware the Kitten Holy",Noelle Stevenson
5334,1996.0,The Highly Sensitive Person: How to Thrive When the World Overwhelms You,Elaine N. Aron
5335,2008.0,The Palace of Illusions,Chitra Banerjee Divakaruni
5336,2000.0,The First American: The Life and Times of Benjamin Franklin,H.W. Brands
